5 digit BPA ID,Data type,Taxon_OR_organism,Strain_OR_isolate,Serovar,Growth Media,Replicate,Omics,Analytical platform,Facility,Work order #,Contextual Data Submission Date,Sample submission date
102.100.100.50538,Main dataset,Staphylococcus aureus,BPH2900,,Pooled sera,3,Metabolomics,GC-MS,MA,,31/7/17,31/7/17
102.100.100.50537,Main dataset,Staphylococcus aureus,BPH2900,,Pooled sera,2,Metabolomics,GC-MS,MA,,31/7/17,31/7/17
102.100.100.50536,Main dataset,Staphylococcus aureus,BPH2900,,Pooled sera,1,Metabolomics,GC-MS,MA,,31/7/17,31/7/17
102.100.100.50535,Main dataset,Staphylococcus aureus,BPH2900,,RPMI,6,Metabolomics,GC-MS,MA,,31/7/17,31/7/17
102.100.100.50534,Main dataset,Staphylococcus aureus,BPH2900,,RPMI,5,Metabolomics,GC-MS,MA,,31/7/17,31/7/17
102.100.100.50533,Main dataset,Staphylococcus aureus,BPH2900,,RPMI,4,Metabolomics,GC-MS,MA,,31/7/17,31/7/17
102.100.100.50532,Main dataset,Staphylococcus aureus,BPH2900,,RPMI,3,Metabolomics,GC-MS,MA,,31/7/17,31/7/17
102.100.100.50531,Main dataset,Staphylococcus aureus,BPH2900,,RPMI,2,Metabolomics,GC-MS,MA,,31/7/17,31/7/17
102.100.100.50530,Main dataset,Staphylococcus aureus,BPH2900,,RPMI,1,Metabolomics,GC-MS,MA,,31/7/17,31/7/17
102.100.100.50529,Main dataset,Staphylococcus aureus,BPH2819,,Pooled sera,6,Metabolomics,GC-MS,MA,,31/7/17,31/7/17
102.100.100.50528,Main dataset,Staphylococcus aureus,BPH2819,,Pooled sera,5,Metabolomics,GC-MS,MA,,31/7/17,31/7/17
102.100.100.50527,Main dataset,Staphylococcus aureus,BPH2819,,Pooled sera,4,Metabolomics,GC-MS,MA,,31/7/17,31/7/17
102.100.100.50526,Main dataset,Staphylococcus aureus,BPH2819,,Pooled sera,3,Metabolomics,GC-MS,MA,,31/7/17,31/7/17
102.100.100.50525,Main dataset,Staphylococcus aureus,BPH2819,,Pooled sera,2,Metabolomics,GC-MS,MA,,31/7/17,31/7/17
102.100.100.50629,Main dataset,Staphylococcus aureus,BPH2819,,Pooled sera,1,Metabolomics,GC-MS,MA,,31/7/17,31/7/17
102.100.100.50523,Main dataset,Staphylococcus aureus,BPH2819,,RPMI,6,Metabolomics,GC-MS,MA,,31/7/17,31/7/17
102.100.100.50522,Main dataset,Staphylococcus aureus,BPH2819,,RPMI,5,Metabolomics,GC-MS,MA,,31/7/17,31/7/17
102.100.100.50521,Main dataset,Staphylococcus aureus,BPH2819,,RPMI,4,Metabolomics,GC-MS,MA,,31/7/17,31/7/17
102.100.100.50520,Main dataset,Staphylococcus aureus,BPH2819,,RPMI,3,Metabolomics,GC-MS,MA,,31/7/17,31/7/17
102.100.100.50519,Main dataset,Staphylococcus aureus,BPH2819,,RPMI,2,Metabolomics,GC-MS,MA,,31/7/17,31/7/17
102.100.100.50518,Main dataset,Staphylococcus aureus,BPH2819,,RPMI,1,Metabolomics,GC-MS,MA,,31/7/17,31/7/17
102.100.100.50517,Main dataset,Staphylococcus aureus,BPH2760,,Pooled sera,6,Metabolomics,GC-MS,MA,,31/7/17,31/7/17
102.100.100.50516,Main dataset,Staphylococcus aureus,BPH2760,,Pooled sera,5,Metabolomics,GC-MS,MA,,31/7/17,31/7/17
102.100.100.50515,Main dataset,Staphylococcus aureus,BPH2760,,Pooled sera,4,Metabolomics,GC-MS,MA,,31/7/17,31/7/17
102.100.100.50514,Main dataset,Staphylococcus aureus,BPH2760,,Pooled sera,3,Metabolomics,GC-MS,MA,,31/7/17,31/7/17
102.100.100.50513,Main dataset,Staphylococcus aureus,BPH2760,,Pooled sera,2,Metabolomics,GC-MS,MA,,31/7/17,31/7/17
102.100.100.50512,Main dataset,Staphylococcus aureus,BPH2760,,Pooled sera,1,Metabolomics,GC-MS,MA,,31/7/17,31/7/17
102.100.100.50511,Main dataset,Staphylococcus aureus,BPH2760,,RPMI,6,Metabolomics,GC-MS,MA,,31/7/17,31/7/17
102.100.100.50510,Main dataset,Staphylococcus aureus,BPH2760,,RPMI,5,Metabolomics,GC-MS,MA,,31/7/17,31/7/17
102.100.100.50509,Main dataset,Staphylococcus aureus,BPH2760,,RPMI,4,Metabolomics,GC-MS,MA,,31/7/17,31/7/17
102.100.100.50508,Main dataset,Staphylococcus aureus,BPH2760,,RPMI,3,Metabolomics,GC-MS,MA,,31/7/17,31/7/17
102.100.100.50507,Main dataset,Staphylococcus aureus,BPH2760,,RPMI,2,Metabolomics,GC-MS,MA,,31/7/17,31/7/17
102.100.100.50506,Main dataset,Staphylococcus aureus,BPH2760,,RPMI,1,Metabolomics,GC-MS,MA,,31/7/17,31/7/17
51521,Main dataset,Klebsiella pneumoniae,AJ055,K0,RPMI,1,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51522,Main dataset,Klebsiella pneumoniae,AJ055,K0,RPMI,2,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51523,Main dataset,Klebsiella pneumoniae,AJ055,K0,RPMI,3,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51524,Main dataset,Klebsiella pneumoniae,AJ055,K0,RPMI,4,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51525,Main dataset,Klebsiella pneumoniae,AJ055,K0,RPMI,5,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51526,Main dataset,Klebsiella pneumoniae,AJ055,K0,RPMI,6,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51527,Main dataset,Klebsiella pneumoniae,AJ055,K0,Pooled sera,1,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51528,Main dataset,Klebsiella pneumoniae,AJ055,K0,Pooled sera,2,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51529,Main dataset,Klebsiella pneumoniae,AJ055,K0,Pooled sera,3,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51530,Main dataset,Klebsiella pneumoniae,AJ055,K0,Pooled sera,4,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51531,Main dataset,Klebsiella pneumoniae,AJ055,K0,Pooled sera,5,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51532,Main dataset,Klebsiella pneumoniae,AJ055,K0,Pooled sera,6,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51533,Main dataset,Klebsiella pneumoniae,AJ218,K54,RPMI,1,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51534,Main dataset,Klebsiella pneumoniae,AJ218,K54,RPMI,2,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51535,Main dataset,Klebsiella pneumoniae,AJ218,K54,RPMI,3,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51536,Main dataset,Klebsiella pneumoniae,AJ218,K54,RPMI,4,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51537,Main dataset,Klebsiella pneumoniae,AJ218,K54,RPMI,5,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51538,Main dataset,Klebsiella pneumoniae,AJ218,K54,RPMI,6,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51539,Main dataset,Klebsiella pneumoniae,AJ218,K54,Pooled sera,1,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51540,Main dataset,Klebsiella pneumoniae,AJ218,K54,Pooled sera,2,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51541,Main dataset,Klebsiella pneumoniae,AJ218,K54,Pooled sera,3,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51542,Main dataset,Klebsiella pneumoniae,AJ218,K54,Pooled sera,4,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51543,Main dataset,Klebsiella pneumoniae,AJ218,K54,Pooled sera,5,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51544,Main dataset,Klebsiella pneumoniae,AJ218,K54,Pooled sera,6,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51545,Main dataset,Klebsiella pneumoniae,AJ292,K61,RPMI,1,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51546,Main dataset,Klebsiella pneumoniae,AJ292,K61,RPMI,2,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51547,Main dataset,Klebsiella pneumoniae,AJ292,K61,RPMI,3,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51548,Main dataset,Klebsiella pneumoniae,AJ292,K61,RPMI,4,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51549,Main dataset,Klebsiella pneumoniae,AJ292,K61,RPMI,5,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51550,Main dataset,Klebsiella pneumoniae,AJ292,K61,RPMI,6,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51551,Main dataset,Klebsiella pneumoniae,AJ292,K61,Pooled sera,1,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51552,Main dataset,Klebsiella pneumoniae,AJ292,K61,Pooled sera,2,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51553,Main dataset,Klebsiella pneumoniae,AJ292,K61,Pooled sera,3,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51554,Main dataset,Klebsiella pneumoniae,AJ292,K61,Pooled sera,4,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51555,Main dataset,Klebsiella pneumoniae,AJ292,K61,Pooled sera,5,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51556,Main dataset,Klebsiella pneumoniae,AJ292,K61,Pooled sera,6,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51557,Main dataset,Klebsiella pneumoniae,KPC2,ethics embargo,RPMI,1,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51558,Main dataset,Klebsiella pneumoniae,KPC2,ethics embargo,RPMI,2,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51559,Main dataset,Klebsiella pneumoniae,KPC2,ethics embargo,RPMI,3,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51560,Main dataset,Klebsiella pneumoniae,KPC2,ethics embargo,RPMI,4,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51561,Main dataset,Klebsiella pneumoniae,KPC2,ethics embargo,RPMI,5,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51562,Main dataset,Klebsiella pneumoniae,KPC2,ethics embargo,RPMI,6,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51563,Main dataset,Klebsiella pneumoniae,KPC2,ethics embargo,Pooled sera,1,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51564,Main dataset,Klebsiella pneumoniae,KPC2,ethics embargo,Pooled sera,2,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51565,Main dataset,Klebsiella pneumoniae,KPC2,ethics embargo,Pooled sera,3,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51566,Main dataset,Klebsiella pneumoniae,KPC2,ethics embargo,Pooled sera,4,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51567,Main dataset,Klebsiella pneumoniae,KPC2,ethics embargo,Pooled sera,5,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51568,Main dataset,Klebsiella pneumoniae,KPC2,ethics embargo,Pooled sera,6,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51569,Main dataset,Klebsiella pneumoniae,03-311-0071,,RPMI,1,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51570,Main dataset,Klebsiella pneumoniae,03-311-0071,,RPMI,2,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51571,Main dataset,Klebsiella pneumoniae,03-311-0071,,RPMI,3,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51572,Main dataset,Klebsiella pneumoniae,03-311-0071,,RPMI,4,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51573,Main dataset,Klebsiella pneumoniae,03-311-0071,,RPMI,5,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51574,Main dataset,Klebsiella pneumoniae,03-311-0071,,RPMI,6,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51575,Main dataset,Klebsiella pneumoniae,03-311-0071,,Pooled sera,1,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51576,Main dataset,Klebsiella pneumoniae,03-311-0071,,Pooled sera,2,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51577,Main dataset,Klebsiella pneumoniae,03-311-0071,,Pooled sera,3,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51578,Main dataset,Klebsiella pneumoniae,03-311-0071,,Pooled sera,4,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51579,Main dataset,Klebsiella pneumoniae,03-311-0071,,Pooled sera,5,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51580,Main dataset,Klebsiella pneumoniae,03-311-0071,,Pooled sera,6,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51581,Main dataset,Klebsiella pneumoniae,04153260899A,,RPMI,1,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51582,Main dataset,Klebsiella pneumoniae,04153260899A,,RPMI,2,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51583,Main dataset,Klebsiella pneumoniae,04153260899A,,RPMI,3,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51584,Main dataset,Klebsiella pneumoniae,04153260899A,,RPMI,4,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51585,Main dataset,Klebsiella pneumoniae,04153260899A,,RPMI,5,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51586,Main dataset,Klebsiella pneumoniae,04153260899A,,RPMI,6,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51587,Main dataset,Klebsiella pneumoniae,04153260899A,,Pooled sera,1,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51588,Main dataset,Klebsiella pneumoniae,04153260899A,,Pooled sera,2,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51589,Main dataset,Klebsiella pneumoniae,04153260899A,,Pooled sera,3,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51590,Main dataset,Klebsiella pneumoniae,04153260899A,,Pooled sera,4,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51591,Main dataset,Klebsiella pneumoniae,04153260899A,,Pooled sera,5,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
51592,Main dataset,Klebsiella pneumoniae,04153260899A,,Pooled sera,6,Metabolomics,GC-MS,MA,,17/8/18,2018-08-21
